Days since 1/3/23,Company,Value
251.0,1.0,26.969627
251.0,2.0,118.747231
251.0,3.0,63.959999
251.0,4.0,67.239998
252.0,1.0,26.969627
252.0,2.0,118.747231
252.0,3.0,63.959999
252.0,4.0,67.239998
253.0,1.0,26.969627
253.0,2.0,118.747231
253.0,3.0,63.959999
253.0,4.0,67.239998
254.0,1.0,26.969627
254.0,2.0,118.747231
254.0,3.0,63.959999
254.0,4.0,67.239998
255.0,1.0,26.969627
255.0,2.0,118.747231
255.0,3.0,63.959999
255.0,4.0,67.239998
256.0,1.0,26.969627
256.0,2.0,118.747231
256.0,3.0,63.959999
256.0,4.0,67.239998
257.0,1.0,26.969627
257.0,2.0,118.747231
257.0,3.0,63.959999
257.0,4.0,67.239998
258.0,1.0,26.969627
258.0,2.0,118.747231
258.0,3.0,63.959999
258.0,4.0,67.239998
259.0,1.0,26.969627
259.0,2.0,118.747231
259.0,3.0,63.959999
259.0,4.0,67.239998
260.0,1.0,26.969627
260.0,2.0,118.747231
260.0,3.0,63.959999
260.0,4.0,67.239998
261.0,1.0,26.969627
261.0,2.0,118.747231
261.0,3.0,63.959999
261.0,4.0,67.239998
262.0,1.0,26.969627
262.0,2.0,118.747231
262.0,3.0,63.959999
262.0,4.0,67.239998
263.0,1.0,26.969627
263.0,2.0,118.747231
263.0,3.0,63.959999
263.0,4.0,67.239998
264.0,1.0,26.969627
264.0,2.0,118.747231
264.0,3.0,63.959999
264.0,4.0,67.239998
265.0,1.0,26.969627
265.0,2.0,118.747231
265.0,3.0,63.959999
265.0,4.0,67.239998
266.0,1.0,26.969627
266.0,2.0,118.747231
266.0,3.0,63.959999
266.0,4.0,67.239998
267.0,1.0,26.969627
267.0,2.0,118.747231
267.0,3.0,63.959999
