Days since 1/3/23,Company,Value
155.0,3.0,64.300003
155.0,4.0,275.5
156.0,1.0,27.92
156.0,2.0,124.0
156.0,3.0,64.300003
156.0,4.0,275.5
157.0,1.0,27.92
157.0,2.0,124.0
157.0,3.0,64.300003
157.0,4.0,275.5
158.0,1.0,27.92
158.0,2.0,124.0
158.0,3.0,64.300003
158.0,4.0,275.5
159.0,1.0,27.92
159.0,2.0,124.0
159.0,3.0,64.300003
159.0,4.0,275.5
160.0,1.0,27.92
160.0,2.0,124.0
160.0,3.0,64.300003
160.0,4.0,275.5
161.0,1.0,27.92
161.0,2.0,124.0
161.0,3.0,64.300003
161.0,4.0,275.5
162.0,1.0,27.92
162.0,2.0,124.0
162.0,3.0,64.300003
162.0,4.0,275.5
163.0,1.0,27.92
163.0,2.0,124.0
163.0,3.0,64.300003
163.0,4.0,275.5
164.0,1.0,27.92
164.0,2.0,124.0
164.0,3.0,64.300003
164.0,4.0,275.5
165.0,1.0,27.92
165.0,2.0,124.0
165.0,3.0,64.300003
165.0,4.0,275.5
166.0,1.0,27.92
166.0,2.0,124.0
166.0,3.0,64.300003
166.0,4.0,275.5
167.0,1.0,27.92
167.0,2.0,124.0
167.0,3.0,64.300003
167.0,4.0,275.5
168.0,1.0,27.92
168.0,2.0,124.0
168.0,3.0,64.300003
168.0,4.0,275.5
169.0,1.0,27.92
169.0,2.0,124.0
169.0,3.0,64.300003
169.0,4.0,275.5
170.0,1.0,27.92
170.0,2.0,124.0
170.0,3.0,64.300003
170.0,4.0,275.5
171.0,1.0,27.92
171.0,2.0,124.0
171.0,3.0,64.300003
171.0,4.0,275.5
172.0,1.0,27.92
172.0,2.0,124.0
172.0,3.0,64.300003
172.0,4.0,275.5
173.0,1.0,27.92
173.0,2.0,124.0
173.0,3.0,64.300003
173.0,4.0,275.5
174.0,1.0,27.92
174.0,2.0,124.0
174.0,3.0,64.300003
174.0,4.0,275.5
175.0,1.0,27.92
175.0,2.0,124.0
175.0,3.0,64.300003
175.0,4.0,275.5
176.0,1.0,27.92
176.0,2.0,124.0
176.0,3.0,64.300003
176.0,4.0,275.5
177.0,1.0,27.92
177.0,2.0,124.0
177.0,3.0,64.300003
177.0,4.0,275.5
178.0,1.0,27.92
178.0,2.0,124.0
178.0,3.0,64.300003
178.0,4.0,275.5
179.0,1.0,27.92
179.0,2.0,124.0
179.0,3.0,64.300003
179.0,4.0,275.5
180.0,1.0,27.92
180.0,2.0,124.0
180.0,3.0,64.300003
180.0,4.0,275.5
181.0,1.0,27.92
181.0,2.0,124.0
181.0,3.0,64.300003
181.0,4.0,275.5
182.0,1.0,27.92
182.0,2.0,124.0
182.0,3.0,64.300003
182.0,4.0,275.5
183.0,1.0,27.92
183.0,2.0,124.0
183.0,3.0,64.300003
183.0,4.0,275.5
184.0,1.0,27.92
184.0,2.0,124.0
184.0,3.0,64.300003
184.0,4.0,275.5
185.0,1.0,27.92
185.0,2.0,124.0
185.0,3.0,64.300003
185.0,4.0,275.5
186.0,1.0,27.92
186.0,2.0,124.0
186.0,3.0,64.300003
186.0,4.0,275.5
187.0,1.0,27.92
187.0,2.0,124.0
187.0,3.0,64.300003
187.0,4.0,275.5
188.0,1.0,27.92
188.0,2.0,124.0
188.0,3.0,64.300003
188.0,4.0,275.5
189.0,1.0,27.92
189.0,2.0,124.0
189.0,3.0,64.300003
189.0,4.0,275.5
190.0,1.0,27.92
190.0,2.0,124.0
190.0,3.0,64.300003
190.0,4.0,275.5
191.0,1.0,27.92
191.0,2.0,124.0
191.0,3.0,64.300003
191.0,4.0,275.5
192.0,1.0,27.92
192.0,2.0,124.0
192.0,3.0,64.300003
192.0,4.0,275.5
193.0,1.0,27.92
193.0,2.0,124.0
193.0,3.0,64.300003
193.0,4.0,275.5
194.0,1.0,27.92
194.0,2.0,124.0
194.0,3.0,64.300003
194.0,4.0,275.5
195.0,1.0,27.92
195.0,2.0,124.0
195.0,3.0,64.300003
195.0,4.0,275.5
196.0,1.0,27.92
196.0,2.0,124.0
196.0,3.0,64.300003
196.0,4.0,275.5
197.0,1.0,27.92
197.0,2.0,124.0
197.0,3.0,64.300003
197.0,4.0,275.5
198.0,1.0,27.92
