Days since 1/3/23,Company,Value
114.0,4.0,66.220001
115.0,1.0,27.41
115.0,2.0,123.0
115.0,3.0,63.150002
115.0,4.0,66.220001
116.0,1.0,27.41
116.0,2.0,123.0
116.0,3.0,63.150002
116.0,4.0,66.220001
117.0,1.0,27.41
117.0,2.0,123.0
117.0,3.0,63.150002
117.0,4.0,66.220001
118.0,1.0,27.41
118.0,2.0,123.0
118.0,3.0,63.150002
118.0,4.0,66.220001
119.0,1.0,27.41
119.0,2.0,123.0
119.0,3.0,63.150002
119.0,4.0,66.220001
120.0,1.0,27.41
120.0,2.0,123.0
120.0,3.0,63.150002
120.0,4.0,66.220001
121.0,1.0,27.41
121.0,2.0,123.0
121.0,3.0,63.150002
121.0,4.0,66.220001
122.0,1.0,27.41
122.0,2.0,123.0
122.0,3.0,63.150002
122.0,4.0,66.220001
123.0,1.0,27.41
123.0,2.0,123.0
123.0,3.0,63.150002
123.0,4.0,66.220001
124.0,1.0,27.41
124.0,2.0,123.0
124.0,3.0,63.150002
124.0,4.0,66.220001
125.0,1.0,27.41
125.0,2.0,123.0
125.0,3.0,63.150002
125.0,4.0,66.220001
126.0,1.0,27.41
126.0,2.0,123.0
126.0,3.0,63.150002
126.0,4.0,66.220001
127.0,1.0,27.41
127.0,2.0,123.0
127.0,3.0,63.150002
127.0,4.0,66.220001
128.0,1.0,27.41
128.0,2.0,123.0
128.0,3.0,63.150002
128.0,4.0,66.220001
129.0,1.0,27.41
129.0,2.0,123.0
129.0,3.0,63.150002
129.0,4.0,66.220001
130.0,1.0,27.41
130.0,2.0,123.0
130.0,3.0,63.150002
130.0,4.0,66.220001
131.0,1.0,27.41
131.0,2.0,123.0
131.0,3.0,63.150002
131.0,4.0,66.220001
132.0,1.0,27.41
132.0,2.0,123.0
132.0,3.0,63.150002
132.0,4.0,66.220001
133.0,1.0,27.41
133.0,2.0,123.0
133.0,3.0,63.150002
133.0,4.0,66.220001
134.0,1.0,27.41
134.0,2.0,123.0
134.0,3.0,63.150002
134.0,4.0,66.220001
135.0,1.0,27.41
135.0,2.0,123.0
135.0,3.0,63.150002
135.0,4.0,66.220001
136.0,1.0,27.41
136.0,2.0,123.0
136.0,3.0,63.150002
136.0,4.0,66.220001
137.0,1.0,27.41
137.0,2.0,123.0
137.0,3.0,63.150002
137.0,4.0,66.220001
138.0,1.0,27.41
138.0,2.0,123.0
138.0,3.0,63.150002
138.0,4.0,66.220001
139.0,1.0,27.41
139.0,2.0,123.0
139.0,3.0,63.150002
139.0,4.0,66.220001
140.0,1.0,27.41
140.0,2.0,123.0
140.0,3.0,63.150002
140.0,4.0,66.220001
141.0,1.0,27.41
141.0,2.0,123.0
141.0,3.0,63.150002
141.0,4.0,66.220001
142.0,1.0,27.41
142.0,2.0,123.0
142.0,3.0,63.150002
142.0,4.0,66.220001
143.0,1.0,27.41
143.0,2.0,123.0
143.0,3.0,63.150002
143.0,4.0,66.220001
144.0,1.0,27.41
144.0,2.0,123.0
144.0,3.0,63.150002
144.0,4.0,66.220001
145.0,1.0,27.41
145.0,2.0,123.0
145.0,3.0,63.150002
145.0,4.0,66.220001
146.0,1.0,27.41
